ALLAPOT|AR|EGESZ_SZOBAK|EMELET|FELSZOBAK|FUTES|KERT_TERULET|KERULET|KILATAS|KOMFORT|LIFT|PARKOLAS|SAVE_DATE|SZINTEK|TERULET|TETOTER|URL|UTCA|VAROSRESZ
jó állapotú|13.900000|1.000000|5|0.000000|||1||összkomfortos|van|utcan|2013.04.19||53.000000|-1|http://ingatlan.com/i-ker/elado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+krisztina+korut/20048158?sid=0&|Krisztina körút|
jó állapotú|10.800000|2.000000|9|0.000000|||11|utcai|összkomfortos|van|utcan|2013.04.19|9|49.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+safrany+utca/20015279?sid=0&|Sáfrány utca|Albertfalva
|19.900000|2.000000|6|0.000000|||13|||van|nincs|2013.04.19||69.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+karpat+utca/20051310?sid=0&|Kárpát utca|
|27.000000|2.000000|1|2.000000|gáz (cirko)||14||összkomfortos|nincs|garazs|2013.04.19||71.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20049678?sid=0&||Alsórákos
jó állapotú|32.400000|2.000000|3|1.000000|||11||összkomfortos|nincs|utcan|2013.04.19||86.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+barazda+utca/20018469?sid=0&|Barázda utca|Kelenföld
jó állapotú|13.500000|2.000000|3|0.000000|gáz (cirko)||1|udvari||van|utcan|2013.04.19||54.000000|-1|http://ingatlan.com/vermezo/elado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+vermezo+ut/6546484?sid=0&||
|23.100000|2.000000|2|1.000000|házközponti egyedi méréssel||13|utcai|összkomfortos|van|garazs|2013.04.20||60.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+szent+laszlo+ut/6435942?sid=0&|Szent László út 50|Angyalföld
|13.700000|1.000000|4|2.000000|házközponti egyedi méréssel||13||összkomfortos|van|garazs|2013.04.20||58.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+reitter+ferenc+utca/7105805?sid=0&|Reitter Ferenc utca 18|Angyalföld
|7.870000|1.000000|6|1.000000|házközponti egyedi méréssel||13||összkomfortos|van|garazs|2013.04.20|7|41.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+reitter+ferenc+utca/7091393?sid=0&|Reitter Ferenc utca 18|
|35.830000|2.000000|2|1.000000|házközponti egyedi méréssel||11||duplakomfortos|van|garazs|2013.04.20||76.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+beregszasz+ut/6871635?sid=0&|Beregszász út 4|Sasad
|23.600000|2.000000|5|0.000000|||13|utcai|összkomfortos|van|nincs|2013.04.20||46.000000|-1|http://ingatlan.com/ujlipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+hegedus+gyula+utca/20053503?sid=0&|Hegedûs Gyula utca 18|Újlipótváros
|24.800000|2.000000|2|1.000000|gáz (cirko)||14||összkomfortos|nincs|garazs|2013.04.20||78.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+turan+ter/6024599?sid=0&|Turán tér|Alsórákos
jó állapotú|34.900000|3.000000|1|1.000000|gáz (cirko)||11|utcai|összkomfortos|nincs|garazs|2013.04.20||103.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+retkoz+utca/6961224?sid=0&|Rétköz utca|
felújított|74.900000|3.000000|4|0.000000|gáz (cirko)||5|panorámás|komfortos|van|utcan|2013.04.20||129.000000|-1|http://ingatlan.com/belvaros-v/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+karoly+korut/6925871?sid=0&|Károly körút|Belváros
felújított|44.900000|2.000000|6|0.000000|házközponti egyedi méréssel||13|panorámás|luxus|van|garazs|2013.04.20|6|71.000000|1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+szent+istvan+park/20044343?sid=0&|Szent István park|
|35.990000|3.000000|4|1.000000|gáz (cirko)|1000|11||luxus|van|nincs|2013.04.20||76.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bercsenyi+utca/20009539?sid=0&|Bercsényi utca 26|
közepes állapotú|18.600000|2.000000|3|1.000000|gáz (konvektor)||2|utcai|komfortos|nincs|kulteri|2013.04.20||65.000000|-1|http://ingatlan.com/rezmal/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+rhedey+utca/6925976?sid=0&|Rhédey utca|Rézmál
felújított|9.900000|1.000000|0|1.000000|||13|utcai|összkomfortos|nincs|utcan|2013.04.20|3|45.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+goncol+utca/7190275?sid=0&|Göncöl utca|Angyalföld
|26.800000|3.000000|8|0.000000|házközponti egyedi méréssel||8|udvari|összkomfortos|van|garazs|2013.04.20|8|82.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+ciprus+utca/6536686?sid=0&|Ciprus utca|
|55.000000|4.000000|1|0.000000|||2|panorámás|luxus|nincs|garazs|2013.04.20||171.000000|-1|http://ingatlan.com/adyliget-ii-a/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet/20047385?sid=0&||Adyliget - II/A
|12.990000|1.000000|6|0.000000|házközponti egyedi méréssel||11|udvari|összkomfortos|van|utcan|2013.04.20||33.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kondorosi+ut/6894169?sid=0&|Kondorosi út|Albertfalva
közepes állapotú|9.490000|2.000000|0|0.000000|gáz (konvektor)||7|udvari|összkomfortos|nincs|utcan|2013.04.21||62.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+vorosmarty+utca/6459400?sid=0&|Vörösmarty utca|
jó állapotú|15.300000|1.000000|4|1.000000|gáz (cirko)||11|panorámás|összkomfortos|van|utcan|2013.04.21||43.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+budafoki+ut/20035926?sid=0&|Budafoki út|Gellérthegy
közepes állapotú|8.900000|2.000000|1|0.000000|gáz (konvektor)||7|utcai|összkomfortos|nincs|utcan|2013.04.21||42.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+nefelejcs+utca/6965662?sid=0&|Nefelejcs utca|
közepes állapotú|11.900000|2.000000|1|0.000000|gáz (konvektor)||7|utcai|összkomfortos|nincs|utcan|2013.04.21||58.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+nefelejcs+utca/7065440?sid=0&|Nefelejcs utca|Erzsébetváros - Nagykörúton kívül
közepes állapotú|12.000000|2.000000|1|0.000000|gáz (konvektor)||6|udvari|összkomfortos|nincs|utcan|2013.04.21||51.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+felso+erdosor/7205561?sid=0&|Felsõ erdõsor|Terézváros - Nagykörúton kívül
felújított|12.500000|1.000000|0|1.000000|gáz (konvektor)||11||összkomfortos|nincs|kulteri|2013.04.21||44.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/7206004?sid=0&||Kelenföld
jó állapotú|22.990000|3.000000|0|1.000000|gáz (konvektor)||11|udvari|összkomfortos|nincs|kulteri|2013.04.22|3|75.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nandorfejervari+ut/20057547?sid=0&|Nándorfejérvári út|Kelenföld
jó állapotú|8.400000|1.000000|1|1.000000|gáz (konvektor)||7|udvari|összkomfortos|nincs|utcan|2013.04.22||33.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+muranyi+utca/6809106?sid=0&|Murányi utca|Erzsébetváros - Nagykörúton kívül
felújítandó|9.300000|2.000000|1|0.000000|gáz (konvektor)||7|utcai|összkomfortos|nincs|utcan|2013.04.22||62.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+thokoly+ut/6809070?sid=0&|Thököly út|Erzsébetváros - Nagykörúton kívül
közepes állapotú|12.000000|2.000000|1|0.000000|gáz (konvektor)||7|utcai|összkomfortos|van|utcan|2013.04.22||64.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+izabella+utca/6799511?sid=0&|Izabella utca|Erzsébetváros - Nagykörúton kívül
felújítandó|8.500000|2.000000|2|0.000000|gáz (héra)||7|utcai|összkomfortos|nincs|utcan|2013.04.22||73.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet/6706994?sid=0&||Erzsébetváros - Nagykörúton kívül
jó állapotú|8.500000|2.000000|3|0.000000|||11||összkomfortos|van|utcan|2013.04.22|10|49.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+fegyvernek+utca/20054924?sid=0&|Fegyvernek utca|Albertfalva
jó állapotú|10.890000|1.000000|4|2.000000|||11|panorámás|összkomfortos|van|utcan|2013.04.22||52.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+etele+ut/20059013?sid=0&|Etele út|Kelenföld
|49.500000|3.000000|2|0.000000|gáz (cirko)||11|panorámás|duplakomfortos|nincs|garazs|2013.04.22|2|106.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+olt+utca/20056379?sid=0&|Olt utca|Sasad
felújítandó|8.500000|2.000000|2|0.000000|gáz (konvektor)||7|utcai|összkomfortos|nincs|utcan|2013.04.22||60.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+rottenbiller+utca/6461007?sid=0&|Rottenbiller utca|Erzsébetváros - Nagykörúton kívül
|23.500000|2.000000|0|1.000000|gáz (cirko)||14|udvari|összkomfortos|nincs|garazs|2013.04.22||75.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+dorozsmai+utca/6444085?sid=0&|Dorozsmai utca|
|19.900000|1.000000|2|2.000000|gáz (cirko)||13||összkomfortos|van|garazs|2013.04.22||52.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+rokolya+utca/7189328?sid=0&|Rokolya utca 30|
felújítandó|13.900000|2.000000|5|1.000000|gáz (konvektor)||11|udvari|összkomfortos|van|nincs|2013.04.22||71.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+moricz+zsigmond+korter/7111174?sid=0&|Móricz Zsigmond körtér|Lágymányos
|32.700000|2.000000|7|2.000000|házközponti egyedi méréssel||13|utcai|duplakomfortos|van|garazs|2013.04.22||89.000000|-1|http://ingatlan.com/vizafogo/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/6515269?sid=0&||Vizafogó
|10.900000|1.000000|0|1.000000|||11|||nincs|nincs|2013.04.22||53.000000|-1|http://ingatlan.com/koerberek/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+puskapor+utca/7131119?sid=0&||
|12.100000|2.000000|0|0.000000|||11|||nincs|nincs|2013.04.22||48.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bikszadi+utca/7198715?sid=0&|Bikszádi utca|
jó állapotú|13.800000|2.000000|4|0.000000|||11|utcai|összkomfortos|nincs|utcan|2013.04.22||55.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+hengermalom+ut/20028041?sid=0&|Hengermalom út|Kelenföld
|14.990000|1.000000|1|1.000000|házközponti egyedi méréssel||11|udvari|összkomfortos|van|utcan|2013.04.22||37.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20038079?sid=0&||Albertfalva
jó állapotú|14.300000|2.000000|1|0.000000|gáz (cirko)||11|utcai|összkomfortos|nincs|utcan|2013.04.22||66.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/20036251?sid=0&|Bartók Béla út|Kelenföld
|25.000000|3.000000|3|0.000000|házközponti egyedi méréssel||9|utcai|összkomfortos|van|utcan|2013.04.22||85.000000|-1|http://ingatlan.com/rehabilitacios-terulet-ix/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+erno+utca/20054649?sid=0&|Ernõ utca|Rehabilitációs terület
felújítandó|12.700000|1.000000|5|1.000000|||11||összkomfortos|van|utcan|2013.04.22|6|44.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+lagymanyosi+utca/7166225?sid=0&|Lágymányosi utca|Lágymányos
jó állapotú|9.400000|2.000000|0|0.000000|gáz (cirko)||4|utcai|összkomfortos|nincs|utcan|2013.04.22||53.000000|-1|http://ingatlan.com/iv-ker/elado+lakas/tegla-epitesu-lakas/budapest+4+kerulet+perenyi+zsigmond+utca/20034992?sid=0&|Perényi Zsigmond utca|
|37.500000|2.000000|0|0.000000|házközponti egyedi méréssel||2||luxus|van|garazs|2013.04.22||50.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+volgy+utca/6425971?sid=0&|Völgy utca 10|
|91.600000|4.000000|2|0.000000|||2|panorámás|luxus|van|garazs|2013.04.22||105.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+volgy+utca/6746160?sid=0&|Völgy utca 10|
|129.900000|5.000000|1|0.000000|||2|panorámás|luxus|van|garazs|2013.04.22||152.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+volgy+utca/6746144?sid=0&|Völgy utca 10|
|15.070000|2.000000|0|0.000000|házközponti egyedi méréssel||8||összkomfortos|van|garazs|2013.04.22||51.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+ciprus+utca/6490678?sid=0&|Ciprus utca|
felújított|19.990000|3.000000|6|0.000000|||13|utcai|összkomfortos|van|utcan|2013.04.22||84.000000|-1|http://ingatlan.com/ujlipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+vaci+ut/7034021?sid=0&|Váci út|Újlipótváros
jó állapotú|13.800000|2.000000|1|2.000000|||11||összkomfortos|van|utcan|2013.04.22||70.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+fegyvernek+utca/7149934?sid=0&|Fegyvernek utca|Albertfalva
|26.000000|2.000000|6|0.000000|házközponti egyedi méréssel||14|panorámás|összkomfortos|van|nincs|2013.04.22|7|51.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+egressy+ut/20022514?sid=0&|Egressy út|
közepes állapotú|15.900000|1.000000|1|1.000000|gáz (héra)||2|utcai|összkomfortos|nincs|utcan|2013.04.22||43.000000|-1|http://ingatlan.com/vizivaros-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+bem+rakpart/7110365?sid=0&|Bem rakpart|Víziváros
|10.500000|1.000000|3|1.000000|házközponti egyedi méréssel||14|panorámás|összkomfortos|van|utcan|2013.04.22||40.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+postyen+utca/20014924?sid=0&|Pöstyén utca|Alsórákos
felújított|16.000000|2.000000|0|1.000000|gáz (cirko)||7|utcai|összkomfortos|nincs|utcan|2013.04.22||56.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+nefelejcs+utca/6860675?sid=0&|Nefelejcs utca|
jó állapotú|12.900000|2.000000|2|1.000000|gáz (konvektor)||7|udvari|összkomfortos|van|nincs|2013.04.22||60.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+damjanich+utca/6641197?sid=0&|Damjanich utca|Erzsébetváros - Nagykörúton kívül
felújítandó|23.900000|2.000000|3|1.000000|||1|utcai|összkomfortos|van|utcan|2013.04.22||88.000000|-1|http://ingatlan.com/i-ker/elado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+attila+ut/6574344?sid=0&|Attila út|
|48.000000|2.000000|2|1.000000|gáz (cirko)||2||összkomfortos|van|garazs|2013.04.22||95.000000|-1|http://ingatlan.com/pasaret/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+pasareti+ut/20055010?sid=0&|Pasaréti út|Pasarét
jó állapotú|19.900000|2.000000|2|0.000000|gáz (konvektor)||11||összkomfortos|nincs|garazs|2013.04.22|2|56.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+fejer+lipot+utca/6919851?sid=0&|Fejér Lipót utca|
jó állapotú|14.200000|1.000000|4|0.000000|gáz (cirko)||11||összkomfortos|van|utcan|2013.04.22|4|39.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20052085?sid=0&||Lágymányos
felújított|11.900000|1.000000|0|2.000000|||11||összkomfortos|van|nincs|2013.04.22||53.000000|-1|http://ingatlan.com/gazdagret/elado+lakas/panel-lakas/budapest+11+kerulet+tuzko+utca/6880062?sid=0&|Tûzkõ utca|Gazdagrét
felújított|22.900000|2.000000|4|0.000000|gáz (konvektor)||1|panorámás|összkomfortos|van|utcan|2013.04.22||65.000000|-1|http://ingatlan.com/krisztinavaros-xii/elado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+attila+ut/5575555?sid=0&|Attila út|Krisztinaváros
|52.000000|2.000000|3|2.000000|házközponti egyedi méréssel||3|panorámás|duplakomfortos|van|garazs|2013.04.22|3|148.000000|-1|http://ingatlan.com/iii-ker/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+fanyarka+utca/6467165?sid=0&|Fanyarka utca|
közepes állapotú|8.900000|1.000000|0|1.000000|gáz (konvektor)||11|udvari|összkomfortos|nincs|utcan|2013.04.22||41.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+budafoki+ut/7086474?sid=0&||
|28.500000|2.000000|2|2.000000|házközponti egyedi méréssel||3|panorámás|duplakomfortos|van|garazs|2013.04.22|3|81.000000|-1|http://ingatlan.com/iii-ker/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet/6467076?sid=0&||
jó állapotú|11.990000|2.000000|4|0.000000|||11|utcai|összkomfortos|van|kulteri|2013.04.22||50.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+verbena+utca/7081433?sid=0&|Verbéna utca|Albertfalva
|10.850000|1.000000|0|2.000000|||11|||nincs|nincs|2013.04.22||51.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet/7202940?sid=0&||Kelenföld
felújított|9.600000|1.000000|0|0.000000|||11|utcai|összkomfortos|van|utcan|2013.04.22||31.000000|-1|http://ingatlan.com/szentimrevaros/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+szeremi+sor/20033958?sid=0&|Szerémi sor|Szentimreváros
jó állapotú|24.900000|2.000000|0|0.000000|gáz (cirko)||12||összkomfortos|nincs|garazs|2013.04.22||57.000000|-1|http://ingatlan.com/kissvabhegy/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet/7030101?sid=0&||Kissvábhegy
|22.900000|2.000000|1|0.000000|házközponti egyedi méréssel||2|utcai|összkomfortos|nincs|kulteri|2013.04.22||56.000000|-1|http://ingatlan.com/csatarka/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+csalit+utca/7049076?sid=0&|Csalit utca|Csatárka
jó állapotú|8.400000|2.000000|9|0.000000|házközponti egyedi méréssel||11||összkomfortos|van|nincs|2013.04.22||49.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+bukkony+utca/20045623?sid=0&|Bükköny utca|Albertfalva
|26.900000|2.000000|0|2.000000|||5|udvari||van|nincs|2013.04.22||93.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+belgrad+rakpart/7125124?sid=0&|Belgrád rakpart|
közepes állapotú|8.100000|1.000000|1|0.000000|gáz (konvektor)||11|udvari|összkomfortos|nincs|utcan|2013.04.22||18.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+krusper+utca/6839835?sid=0&|Kruspér utca|
jó állapotú|13.300000|2.000000|1|2.000000|házközponti egyedi méréssel||11|utcai|összkomfortos|van|utcan|2013.04.22||72.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+fehervari+ut/20025193?sid=0&|Fehérvári út|Albertfalva
felújított|11.200000|2.000000|0|0.000000|||11||összkomfortos|van|nincs|2013.04.22||48.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+etele+ut/20050501?sid=0&|Etele út|Kelenföld
|15.500000|1.000000|0|1.000000|gáz (cirko)||14||összkomfortos|nincs|garazs|2013.04.22||41.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20050644?sid=0&||Alsórákos
közepes állapotú|12.900000|1.000000|6|2.000000|házközponti egyedi méréssel||11|panorámás|összkomfortos|van|utcan|2013.04.22||68.000000|-1|http://ingatlan.com/ormezoi-ltp/elado+lakas/panel-lakas/budapest+11+kerulet+kero+utca/7126214?sid=0&|Kérõ utca|Õrmezei lakótelep
közepes állapotú|7.900000|1.000000|6|0.000000|||11||összkomfortos|van|utcan|2013.04.22||43.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+andor+utca/7108008?sid=0&|Andor utca|Kelenföld
közepes állapotú|16.300000|1.000000|1|1.000000|gáz (konvektor)||5|udvari|összkomfortos|nincs|utcan|2013.04.22||57.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+karolyi+kert/20037275?sid=0&|Károlyi kert|
jó állapotú|9.800000|1.000000|2|0.000000|gáz (konvektor)||11||összkomfortos|nincs|utcan|2013.04.22||31.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+ulaszlo+utca/7135302?sid=0&|Ulászló utca|Kelenföld
jó állapotú|14.200000|1.000000|0|3.000000|egyéb||11|panorámás||van|utcan|2013.04.22||66.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/panel-lakas/budapest+11+kerulet/7170978?sid=0&||
jó állapotú|29.900000|3.000000|3|1.000000|gáz (cirko)||7|panorámás|összkomfortos|van|utcan|2013.04.22||95.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+lovolde+ter/7194489?sid=0&|Lövölde tér|Erzsébetváros - Nagykörúton kívül
felújított|12.500000|2.000000|1|0.000000|házközponti egyedi méréssel||11||összkomfortos|van|nincs|2013.04.22||49.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+tetenyi+ut/7181793?sid=0&|Tétényi út|Kelenföld
jó állapotú|23.500000|4.000000|1|0.000000|gáz (cirko)||7|utcai|összkomfortos|van|utcan|2013.04.22||123.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+peterfy+sandor+utca/6617416?sid=0&|Péterfy Sándor utca|Erzsébetváros - Nagykörúton kívül
jó állapotú|19.800000|3.000000|2|1.000000|gáz (konvektor)||7|utcai|összkomfortos|van|utcan|2013.04.22||123.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+szinva+utca/6454192?sid=0&|Szinva utca|
|10.990000|1.000000|1|1.000000|házközponti egyedi méréssel||11|utcai|összkomfortos|van|nincs|2013.04.22|5|42.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+temesvar+utca/7055340?sid=0&|Temesvár utca|Kelenföld
jó állapotú|16.900000|2.000000|2|1.000000|||2|utcai|összkomfortos|van|utcan|2013.04.22||66.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+csalogany+utca/7018138?sid=0&|Csalogány utca|
felújítandó|14.900000|3.000000|0|0.000000|gáz (konvektor)||9|udvari|összkomfortos|nincs|utcan|2013.04.22||100.000000|-1|http://ingatlan.com/ferencvaros-belvaros/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+raday+utca/20022625?sid=0&|Ráday utca|Ferencváros-Belváros
|18.900000|1.000000|6|2.000000|házközponti egyedi méréssel||13|panorámás|összkomfortos|van|garazs|2013.04.22|8|60.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+petnehazy+utca/20021611?sid=0&|Petneházy utca 38|Angyalföld
közepes állapotú|16.500000|1.000000|2|1.000000|gáz (cirko)||9|utcai|összkomfortos|nincs|utcan|2013.04.22||57.000000|-1|http://ingatlan.com/ferencvaros/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+lonyay+utca/20031748?sid=0&|Lónyay utca 60|Ferencváros
közepes állapotú|23.900000|1.000000|0|1.000000|gáz (cirko)||12|panorámás|összkomfortos|nincs|utcan|2013.04.22||50.000000|-1|http://ingatlan.com/zugliget/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+szilassy+ut/20024150?sid=0&|Szilassy út|Zugliget
jó állapotú|8.500000|1.000000|0|1.000000|gáz (konvektor)||14|||nincs|nincs|2013.04.22|3|38.000000|-1|http://ingatlan.com/zuglo/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+rona+utca/6711377?sid=0&|Róna utca|Zugló
jó állapotú|26.500000|2.000000|1|1.000000|||13|utcai|összkomfortos|van|utcan|2013.04.22|5|104.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+raoul+wallenberg+utca/6674921?sid=0&|Raoul Wallenberg utca|
|18.500000|2.000000|1|0.000000|házközponti egyedi méréssel||14||összkomfortos|van|utcan|2013.04.22|6|48.000000|-1|http://ingatlan.com/torokor/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+egressy+ut/7184607?sid=0&|Egressy út|Törökõr
